window,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
42,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.41786021305796,4.38658901288159,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
43,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.41786021305796,4.38658901288159,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
44,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.41786021305796,4.38658901288159,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
45,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.41786021305796,4.38658901288159,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
46,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.41786021305796,4.38658901288159,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
47,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.41786021305796,4.38658901288159,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
48,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.41786021305796,4.38658901288159,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
49,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.41786021305796,4.38658901288159,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
50,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.41786021305796,4.38658901288159,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
51,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.3725746510814645,4.308226494450815,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
