,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
107,16.8,4.2,8.4,3244.2,187.0,34.4,3.4,21.4,1194.6,2.4,3148.8,0.4,65.6,2.4,705.8,10.4,33.2,1.8,169.4,98.4
108,18.2,4.8,8.6,3245.8,206.0,37.6,3.6,22.6,1224.4,2.6,3234.2,0.6000000000000001,69.4,2.6,747.2,10.6,35.8,2.2,182.6,111.6
109,19.6,5.4,8.8,3247.4,225.0,40.8,3.8,23.8,1254.2,2.8,3319.6,0.8,73.2,2.8,788.6,10.8,38.4,2.6,195.8,124.8
110,21.0,6.0,9.0,3249.0,244.0,44.0,4.0,25.0,1284.0,3.0,3405.0,1.0,77.0,3.0,830.0,11.0,41.0,3.0,209.0,138.0
111,24.2,7.0,9.6,3249.8,285.4,48.6,4.2,26.4,1313.8,3.0,3530.4,1.0,83.0,3.6,872.6,12.0,43.6,3.2,219.2,146.0
112,27.4,8.0,10.2,3250.6,326.8,53.2,4.4,27.8,1343.6,3.0,3655.8,1.0,89.0,4.2,915.2,13.0,46.2,3.4,229.4,154.0
113,30.6,9.0,10.8,3251.4,368.2,57.8,4.6,29.2,1373.4,3.0,3781.2,1.0,95.0,4.8,957.8,14.0,48.8,3.6,239.6,162.0
114,33.8,10.0,11.4,3252.2,409.6,62.4,4.8,30.6,1403.2,3.0,3906.6,1.0,101.0,5.4,1000.4,15.0,51.4,3.8,249.8,170.0
115,37.0,11.0,12.0,3253.0,451.0,67.0,5.0,32.0,1433.0,3.0,4032.0,1.0,107.0,6.0,1043.0,16.0,54.0,4.0,260.0,178.0
116,43.0,11.8,13.4,3254.2,473.4,70.4,5.2,33.2,1457.6,3.0,4190.6,1.2,113.0,7.2,1109.4,16.8,58.2,5.0,272.0,189.2
117,49.0,12.6,14.8,3255.4,495.8,73.8,5.4,34.4,1482.2,3.0,4349.2,1.4,119.0,8.4,1175.8,17.6,62.4,6.0,284.0,200.4
118,55.0,13.4,16.2,3256.6,518.2,77.2,5.6,35.6,1506.8,3.0,4507.8,1.6,125.0,9.6,1242.2,18.4,66.6,7.0,296.0,211.6
119,61.0,14.2,17.6,3257.8,540.6,80.6,5.8,36.8,1531.4,3.0,4666.4,1.8,131.0,10.8,1308.6,19.2,70.8,8.0,308.0,222.8
120,67.0,15.0,19.0,3259.0,563.0,84.0,6.0,38.0,1556.0,3.0,4825.0,2.0,137.0,12.0,1375.0,20.0,75.0,9.0,320.0,234.0
121,68.6,17.0,19.4,3262.0,585.6,86.0,6.2,40.0,1581.8,3.2,4955.2,2.0,145.6,12.4,1454.4,20.2,79.6,13.2,341.4,243.6
122,70.2,19.0,19.8,3265.0,608.2,88.0,6.4,42.0,1607.6,3.4,5085.4,2.0,154.2,12.8,1533.8,20.4,84.2,17.4,362.8,253.2
123,71.8,21.0,20.2,3268.0,630.8,90.0,6.6,44.0,1633.4,3.6,5215.6,2.0,162.8,13.2,1613.2,20.6,88.8,21.6,384.2,262.8
124,73.4,23.0,20.6,3271.0,653.4,92.0,6.8,46.0,1659.2,3.8,5345.8,2.0,171.4,13.6,1692.6,20.8,93.4,25.8,405.6,272.4
125,75.0,25.0,21.0,3274.0,676.0,94.0,7.0,48.0,1685.0,4.0,5476.0,2.0,180.0,14.0,1772.0,21.0,98.0,30.0,427.0,282.0
126,77.6,26.8,21.8,3274.0,713.2,99.8,7.6,48.2,1710.4,4.4,5596.2,2.2,186.8,15.8,1879.8,21.8,102.4,31.4,452.0,292.8
127,80.2,28.6,22.6,3274.0,750.4,105.6,8.2,48.4,1735.8,4.8,5716.4,2.4,193.6,17.6,1987.6,22.6,106.8,32.8,477.0,303.6
128,82.8,30.4,23.4,3274.0,787.6,111.4,8.8,48.6,1761.2,5.2,5836.6,2.6,200.4,19.4,2095.4,23.4,111.2,34.2,502.0,314.4
129,85.4,32.2,24.2,3274.0,824.8,117.2,9.4,48.8,1786.6,5.6,5956.8,2.8,207.2,21.2,2203.2,24.2,115.6,35.6,527.0,325.2
130,88.0,34.0,25.0,3274.0,862.0,123.0,10.0,49.0,1812.0,6.0,6077.0,3.0,214.0,23.0,2311.0,25.0,120.0,37.0,552.0,336.0
131,94.8,36.4,25.2,3275.4,910.0,129.8,10.0,50.2,1836.4,6.2,6225.6,3.2,226.6,25.0,2410.4,27.2,120.4,38.4,582.8,353.4
132,101.6,38.8,25.4,3276.8,958.0,136.6,10.0,51.4,1860.8,6.4,6374.2,3.4,239.2,27.0,2509.8,29.4,120.8,39.8,613.6,370.8
133,108.4,41.2,25.6,3278.2,1006.0,143.4,10.0,52.6,1885.2,6.6,6522.8,3.6,251.8,29.0,2609.2,31.6,121.2,41.2,644.4,388.2
134,115.2,43.6,25.8,3279.6,1054.0,150.2,10.0,53.8,1909.6,6.8,6671.4,3.8,264.4,31.0,2708.6,33.8,121.6,42.6,675.2,405.6
135,122.0,46.0,26.0,3281.0,1102.0,157.0,10.0,55.0,1934.0,7.0,6820.0,4.0,277.0,33.0,2808.0,36.0,122.0,44.0,706.0,423.0
136,133.2,48.6,26.8,3281.8,1148.2,166.8,10.4,55.6,1962.6,7.4,6956.6,4.2,293.0,35.0,2975.8,41.2,128.2,47.0,753.4,431.6
137,144.4,51.2,27.6,3282.6,1194.4,176.6,10.8,56.2,1991.2,7.8,7093.2,4.4,309.0,37.0,3143.6,46.4,134.4,50.0,800.8,440.2
138,155.6,53.8,28.4,3283.4,1240.6,186.4,11.2,56.8,2019.8,8.2,7229.8,4.6,325.0,39.0,3311.4,51.6,140.6,53.0,848.2,448.8
